Year,Country,Region,Scenario,CO2_Emissions_mt,Temp_Anomaly_C,Renewable_Energy_%,Extreme_Events,Climate_Policy_Index,GDP_Billion,Population_Million,Sea_Level_mm,Methane_ppb
2008,USA,North America,BAU,477.71,1.5,22.68,20,18.31,1911.97,225.57,204.72,1487.41
2008,USA,North America,Green,267.78,0.617,34.28,10,40.43,1650.57,289.67,116.32,1303.85
2009,USA,North America,Historical,436.6,1.068,23.68,16,26.9,1986.04,271.4,175.01,1437.8
2009,USA,North America,Current (2020-2026),432.76,1.116,23.72,16,20.01,1853.86,317.03,181.29,1447.08
2009,USA,North America,BAU,487.81,1.433,21.99,22,11.65,1834.87,223.15,202.35,1512.33
2009,USA,North America,Green,278.82,0.621,28.38,12,34.28,1948.6,198.6,118.02,1336.07
2010,USA,North America,Historical,441.06,1.367,20.6,19,31.06,2013.1,269.74,169.26,1427.55
2010,USA,North America,Current (2020-2026),457.27,1.178,24.09,19,27.35,1730.86,266.75,188.99,1490.89
2010,USA,North America,BAU,504.49,1.457,15.01,22,24.46,1840.85,300.3,209.69,1531.29
2010,USA,North America,Green,294.31,0.678,31.33,12,33.25,2129.54,246.33,120.32,1312.87
2011,USA,North America,Historical,444.57,1.395,20.97,19,25.39,1732.57,307.07,178.82,1439.32
2011,USA,North America,Current (2020-2026),431.29,1.222,21.11,18,22.93,2035.58,270.55,183.47,1477.54
2011,USA,North America,BAU,515.69,1.554,20.11,22,24.73,2041.34,288.25,206.81,1510.73
2011,USA,North America,Green,306.94,0.798,31.68,14,48.09,1772.1,238.41,125.77,1362.93
2012,USA,North America,Historical,448.54,1.217,21.18,19,25.77,1876.29,277.63,188.6,1449.01
2012,USA,North America,Current (2020-2026),442.27,1.398,23.8,18,17.76,1653.75,255.99,186.53,1506.87
2012,USA,North America,BAU,524.28,1.402,19.32,21,26.99,2090.32,282.53,217.7,1525.37
2012,USA,North America,Green,282.44,0.747,30.28,18,43.66,1826.95,237.2,128.41,1362.95
2013,USA,North America,Historical,425.8,1.315,25.17,18,30.13,2173.0,310.45,171.4,1460.4
2013,USA,North America,Current (2020-2026),453.74,1.248,33.23,19,26.65,2018.72,305.12,193.73,1495.39
2013,USA,North America,BAU,498.59,1.758,21.86,20,26.54,1757.47,205.21,214.41,1557.52
2013,USA,North America,Green,282.05,0.914,33.38,11,32.32,1684.91,219.75,139.88,1364.16
2014,USA,North America,Historical,424.05,1.142,28.96,22,22.67,1945.6,286.92,175.6,1452.63
2014,USA,North America,Current (2020-2026),414.61,1.407,24.62,20,33.69,1940.63,205.23,189.62,1493.61
2014,USA,North America,BAU,512.9,1.486,17.73,23,28.77,1746.34,260.4,220.83,1538.01
2014,USA,North America,Green,342.08,0.831,30.33,15,44.76,1775.33,190.41,130.9,1394.17
2015,USA,North America,Historical,441.25,1.337,26.09,21,36.98,1898.16,215.24,184.37,1459.0
2015,USA,North America,Current (2020-2026),475.74,1.369,23.57,19,30.22,1667.57,314.13,201.12,1448.81
2015,USA,North America,BAU,525.66,1.539,24.6,21,15.82,1759.45,239.05,228.1,1537.51
2015,USA,North America,Green,295.72,0.832,27.51,14,47.32,2052.65,190.3,134.51,1339.75
2016,USA,North America,Historical,438.2,1.3,28.4,20,28.73,2095.43,273.49,190.41,1494.09
2016,USA,North America,Current (2020-2026),461.48,1.475,29.5,20,26.47,2006.64,296.39,197.28,1489.41
2016,USA,North America,BAU,532.91,1.654,21.87,23,34.42,2169.98,272.78,233.36,1535.35
2016,USA,North America,Green,333.95,0.904,33.93,11,38.86,1820.19,224.08,131.15,1337.89
2017,USA,North America,Historical,454.73,1.342,24.23,22,35.85,2121.87,229.09,197.65,1463.16
2017,USA,North America,Current (2020-2026),465.83,1.506,27.26,17,27.16,1749.0,290.93,204.44,1476.91
2017,USA,North America,BAU,510.95,1.733,23.22,24,23.16,1685.83,291.56,233.91,1541.83
2017,USA,North America,Green,314.08,0.682,30.34,13,41.97,1830.37,320.67,133.1,1384.14
2018,USA,North America,Historical,448.83,1.394,28.71,16,37.98,2168.79,337.25,198.06,1469.67
2018,USA,North America,Current (2020-2026),465.7,1.414,25.53,21,39.65,1828.56,286.38,207.86,1536.08
2018,USA,North America,BAU,549.27,1.711,27.88,25,28.61,1995.9,336.22,239.23,1560.97
2018,USA,North America,Green,298.58,1.048,40.09,14,37.46,2212.57,327.1,138.34,1331.0
2019,USA,North America,Historical,460.26,1.443,25.87,19,44.87,2063.59,245.51,194.97,1534.25
2019,USA,North America,Current (2020-2026),484.5,1.459,30.29,19,30.92,2037.3,279.46,210.19,1497.15
2019,USA,North America,BAU,528.41,1.895,21.11,24,35.85,2165.1,310.01,241.27,1574.87
2019,USA,North America,Green,274.94,0.962,35.06,14,39.87,1810.46,327.79,147.03,1407.96
2020,USA,North America,Historical,447.61,1.353,27.78,19,36.98,2201.21,323.81,196.21,1477.39
2020,USA,North America,Current (2020-2026),481.81,1.542,24.19,22,31.04,2275.62,194.17,211.27,1536.41
2020,USA,North America,BAU,546.66,1.717,20.85,23,27.77,1682.85,221.64,236.27,1576.46
2020,USA,North America,Green,307.54,0.765,35.55,13,45.59,2260.16,305.02,139.69,1389.59
2021,USA,North America,Historical,443.01,1.507,24.74,18,34.46,1805.58,244.39,200.74,1495.88
2021,USA,North America,Current (2020-2026),484.32,1.519,25.26,20,30.42,2199.69,213.55,212.47,1508.28
2021,USA,North America,BAU,516.52,1.801,21.6,24,30.44,1732.75,285.74,256.47,1584.09
2021,USA,North America,Green,315.72,0.756,34.36,16,45.22,1676.31,254.13,150.44,1377.08
2022,USA,North America,Historical,467.86,1.623,30.15,21,39.77,2192.5,343.96,195.36,1504.42
2022,USA,North America,Current (2020-2026),477.7,1.607,23.05,21,44.43,1958.35,320.4,220.01,1523.17
2022,USA,North America,BAU,532.92,1.598,27.65,24,29.02,2265.54,217.15,244.5,1630.08
2022,USA,North America,Green,352.24,1.111,36.83,14,41.56,1885.53,292.89,144.58,1365.05
2023,USA,North America,Historical,445.98,1.401,27.23,19,35.96,2259.0,342.86,211.67,1492.9
2023,USA,North America,Current (2020-2026),499.74,1.565,26.06,20,35.61,2013.09,323.18,215.22,1545.43
2023,USA,North America,BAU,560.47,1.682,24.47,24,26.77,1643.82,327.21,244.57,1608.7
2023,USA,North America,Green,311.42,1.085,39.14,10,47.39,1705.66,266.57,140.57,1377.14
2024,USA,North America,Historical,458.63,1.509,22.69,16,36.57,1972.83,258.63,212.29,1509.48
2024,USA,North America,Current (2020-2026),478.73,1.703,29.08,22,26.97,2058.75,335.34,223.04,1619.52
2024,USA,North America,BAU,579.59,1.608,22.66,25,31.45,1804.97,197.92,249.88,1592.6
2024,USA,North America,Green,300.25,1.009,40.47,13,45.83,2183.96,252.58,144.32,1401.17
2025,USA,North America,Historical,475.7,1.427,31.81,24,39.62,1692.38,193.2,215.84,1526.96
2025,USA,North America,Current (2020-2026),476.76,1.715,30.5,21,38.15,2301.2,297.96,222.54,1550.54
2025,USA,North America,BAU,571.97,1.998,26.41,24,27.95,1838.89,345.69,259.78,1627.52
2025,USA,North America,Green,315.97,1.137,37.99,11,50.69,1880.89,324.89,151.95,1393.69
2026,USA,North America,Historical,450.0,1.552,30.36,15,40.47,2104.78,312.95,206.85,1539.33
2026,USA,North America,Current (2020-2026),476.35,1.758,33.84,24,38.15,2265.54,338.76,231.43,1529.37
2026,USA,North America,BAU,551.53,1.782,22.49,23,39.24,1731.87,310.29,256.71,1579.59
2026,USA,North America,Green,298.37,1.031,38.92,12,63.76,1762.5,209.25,155.06,1403.12
2027,USA,North America,Historical,457.42,1.666,32.08,22,43.62,2108.68,338.81,223.86,1501.9
2027,USA,North America,Current (2020-2026),491.77,1.531,29.21,20,52.24,1734.01,352.39,235.96,1568.79
2027,USA,North America,BAU,560.95,1.895,21.5,26,35.13,1857.65,345.41,254.79,1583.84
2027,USA,North America,Green,322.87,0.932,45.25,16,48.31,1827.38,285.79,157.66,1395.08
2028,USA,North America,Historical,492.89,1.551,26.94,19,40.28,1800.57,204.56,225.19,1509.61
2028,USA,North America,Current (2020-2026),489.88,1.365,30.92,25,38.72,2233.22,254.71,221.65,1554.23
2028,USA,North America,BAU,574.34,1.931,23.11,26,22.12,1766.89,300.16,260.71,1629.18
2028,USA,North America,Green,325.96,1.077,40.55,13,55.13,2084.8,347.32,151.07,1412.48
2029,USA,North America,Historical,445.14,1.651,34.63,21,46.23,1921.29,233.68,228.49,1539.23
2029,USA,North America,Current (2020-2026),525.71,1.591,27.02,22,42.92,1936.81,221.24,235.21,1560.59
2029,USA,North America,BAU,563.13,1.927,20.38,27,44.05,2337.57,227.78,267.09,1638.51
2029,USA,North America,Green,314.09,1.115,45.6,15,65.49,2137.72,262.96,159.63,1422.56
2030,USA,North America,Historical,475.06,1.623,35.1,22,35.16,2316.23,233.55,219.41,1548.87
2030,USA,North America,Current (2020-2026),473.46,1.812,30.36,19,46.55,1685.66,237.12,235.78,1580.89
2030,USA,North America,BAU,593.73,1.874,28.33,28,35.35,2221.36,236.08,272.9,1672.99
2030,USA,North America,Green,324.21,1.167,42.03,13,61.36,1878.58,284.05,151.69,1409.34
2031,USA,North America,Historical,463.53,1.59,33.02,23,44.93,1732.37,193.57,223.72,1575.97
2031,USA,North America,Current (2020-2026),498.51,1.877,28.42,24,41.81,2333.85,263.26,229.33,1604.12
2031,USA,North America,BAU,571.84,1.991,25.21,27,28.06,2368.31,284.8,280.47,1665.03
2031,USA,North America,Green,344.28,0.972,40.6,17,49.03,1696.21,264.38,161.41,1427.9
2032,USA,North America,Historical,473.89,1.569,31.87,21,51.01,1722.86,227.71,228.15,1501.86
2032,USA,North America,Current (2020-2026),493.22,1.695,25.7,21,45.01,2082.38,331.59,238.47,1592.12
2032,USA,North America,BAU,571.06,1.962,22.3,24,35.49,1686.91,259.31,276.79,1633.09
2032,USA,North America,Green,319.44,1.149,44.19,14,57.08,1964.11,232.85,165.88,1432.31
2033,USA,North America,Historical,495.29,1.758,29.24,22,43.8,2162.81,238.73,239.15,1582.86
2033,USA,North America,Current (2020-2026),505.69,1.936,33.06,28,42.23,1969.31,266.44,247.69,1550.59
2033,USA,North America,BAU,591.51,1.995,26.6,28,39.27,2243.35,193.77,285.39,1638.95
2033,USA,North America,Green,329.63,1.034,44.81,18,64.27,1904.69,310.44,171.09,1455.96
2034,USA,North America,Historical,517.08,1.754,27.93,22,44.92,2186.04,232.68,238.61,1597.41
2034,USA,North America,Current (2020-2026),519.12,1.844,28.29,22,52.42,2025.24,356.9,244.66,1552.98
2034,USA,North America,BAU,617.09,1.949,22.48,28,43.92,2391.3,200.01,275.73,1667.69
2034,USA,North America,Green,343.43,1.21,51.38,13,68.47,2355.17,263.62,166.71,1414.34
2035,USA,North America,Historical,465.37,1.723,35.06,24,52.69,2183.91,361.84,242.79,1557.38
2035,USA,North America,Current (2020-2026),535.71,1.724,35.9,24,47.26,2221.26,249.5,252.7,1637.57
2035,USA,North America,BAU,586.22,1.992,27.29,29,38.52,2221.38,331.86,280.64,1651.67
2035,USA,North America,Green,362.82,1.266,43.63,16,67.12,2058.38,206.46,155.49,1450.03
2036,USA,North America,Historical,518.69,1.564,32.61,23,47.26,1805.25,371.29,238.56,1608.37
2036,USA,North America,Current (2020-2026),540.1,1.567,32.93,22,42.5,1978.66,313.87,246.23,1626.75
2036,USA,North America,BAU,581.29,2.138,27.53,26,45.82,2248.05,350.41,293.31,1711.22
2036,USA,North America,Green,329.57,1.144,45.03,20,60.45,2322.16,227.0,167.73,1416.35
2037,USA,North America,Historical,533.83,1.852,34.54,22,43.56,2166.3,342.44,243.79,1584.95
2037,USA,North America,Current (2020-2026),507.59,1.778,34.76,27,41.01,2368.19,340.57,262.57,1620.73
2037,USA,North America,BAU,578.7,2.268,23.06,28,43.55,1949.68,359.26,299.98,1661.47
2037,USA,North America,Green,334.85,1.281,49.02,16,74.64,1991.32,363.57,167.15,1432.68
2038,USA,North America,Historical,503.07,1.803,32.52,24,52.59,1800.34,313.94,234.36,1566.93
2038,USA,North America,Current (2020-2026),500.1,1.689,28.52,24,59.36,2181.6,202.85,259.25,1617.12
2038,USA,North America,BAU,584.37,2.144,31.79,33,33.35,1772.82,264.35,288.88,1698.12
2038,USA,North America,Green,383.82,1.099,48.16,17,72.99,1944.25,340.93,167.42,1444.56
2039,USA,North America,Historical,506.89,1.866,29.92,23,52.73,2018.14,303.55,247.12,1605.11
2039,USA,North America,Current (2020-2026),564.12,2.028,31.7,26,53.29,1894.83,368.48,262.05,1569.11
2039,USA,North America,BAU,607.66,2.244,27.05,33,39.11,2023.75,312.63,294.98,1683.0
2039,USA,North America,Green,365.98,1.171,45.67,14,66.37,2025.91,200.6,175.38,1454.86
2040,USA,North America,Historical,523.66,1.622,35.76,27,56.22,2304.91,305.33,255.51,1610.45
2040,USA,North America,Current (2020-2026),567.17,1.89,35.92,27,44.92,2134.67,226.72,263.23,1612.72
2040,USA,North America,BAU,633.07,2.214,30.09,27,42.64,1808.08,226.65,295.98,1690.45
2040,USA,North America,Green,353.48,1.074,43.82,11,80.46,1983.62,351.04,175.09,1426.57
1940,China,Asia,Historical,93.27,-0.184,2.0,1,10.0,1169.04,171.98,0.66,1090.91
1940,China,Asia,Current (2020-2026),80.44,-0.222,2.0,1,10.0,1169.04,171.98,4.89,1057.89
1940,China,Asia,BAU,114.3,-0.085,2.0,1,10.0,1169.04,171.98,-0.32,1130.6
1940,China,Asia,Green,40.67,-0.134,2.0,1,10.0,1169.04,171.98,2.56,1138.7
1941,China,Asia,Historical,78.15,-0.098,2.0,1,10.0,1178.98,172.53,-0.64,1105.9
1941,China,Asia,Current (2020-2026),75.29,-0.174,2.0,1,10.0,1172.49,173.59,8.73,1087.71
1941,China,Asia,BAU,68.44,-0.005,2.0,1,10.0,1174.36,173.12,5.12,1116.05
1941,China,Asia,Green,40.73,-0.435,5.34,1,10.0,1176.39,172.99,-7.41,1082.47
1942,China,Asia,Historical,107.7,-0.01,2.0,1,10.0,1176.4,175.0,12.97,1109.02
1942,China,Asia,Current (2020-2026),88.79,-0.174,5.02,2,10.0,1182.12,175.2,8.69,1139.83
1942,China,Asia,BAU,95.26,-0.263,2.0,1,10.0,1177.65,172.2,18.56,1075.2
1942,China,Asia,Green,65.49,-0.175,2.0,1,10.0,1174.5,174.55,-7.45,1130.89
1943,China,Asia,Historical,81.56,-0.044,2.0,2,10.0,1194.48,174.72,12.02,1121.42
1943,China,Asia,Current (2020-2026),65.78,-0.118,2.0,1,10.0,1180.96,174.02,18.5,1142.38
1943,China,Asia,BAU,78.6,0.064,2.0,1,10.0,1184.65,176.9,4.41,1139.37
1943,China,Asia,Green,91.11,-0.098,2.0,3,10.0,1197.4,177.96,0.38,1130.64
1944,China,Asia,Historical,78.33,-0.086,2.0,1,10.0,1184.69,178.14,10.0,1104.4
1944,China,Asia,Current (2020-2026),65.59,-0.008,2.0,1,10.0,1206.94,174.68,13.96,1135.69
1944,China,Asia,BAU,93.83,-0.203,4.7,2,10.0,1193.18,174.75,13.76,1161.96
1944,China,Asia,Green,44.71,-0.239,4.11,1,10.0,1183.39,178.33,5.82,1128.88
1945,China,Asia,Historical,86.7,-0.058,2.0,1,10.0,1192.61,173.07,14.79,1105.2
1945,China,Asia,Current (2020-2026),74.67,-0.099,2.0,1,10.0,1191.14,180.63,15.17,1137.27
1945,China,Asia,BAU,86.86,-0.036,2.0,2,10.0,1204.87,177.33,4.57,1122.8
1945,China,Asia,Green,63.49,-0.203,3.21,3,10.0,1209.11,180.19,8.04,1124.27
1946,China,Asia,Historical,96.74,0.023,2.0,3,10.0,1183.61,180.75,15.36,1153.83
1946,China,Asia,Current (2020-2026),71.05,-0.082,2.0,1,10.0,1190.12,180.79,28.18,1136.8
1946,China,Asia,BAU,98.11,0.072,3.28,3,10.0,1198.46,182.6,23.29,1124.57
1946,China,Asia,Green,72.56,-0.083,2.06,3,10.0,1194.03,175.41,9.8,1127.15
1947,China,Asia,Historical,104.9,-0.112,3.72,1,10.0,1202.31,179.6,10.92,1155.25
1947,China,Asia,Current (2020-2026),137.49,-0.069,9.25,1,10.0,1220.17,180.59,10.18,1101.02
1947,China,Asia,BAU,110.28,-0.094,3.45,4,10.0,1197.41,182.68,9.42,1101.63
1947,China,Asia,Green,71.13,-0.087,2.82,1,10.0,1194.48,178.24,8.68,1134.93
1948,China,Asia,Historical,88.09,-0.008,2.0,1,10.0,1209.03,182.22,20.89,1128.28
1948,China,Asia,Current (2020-2026),108.64,0.001,2.0,1,10.0,1228.28,180.51,22.39,1141.55
1948,China,Asia,BAU,102.52,0.024,2.0,4,10.0,1239.92,174.26,24.09,1128.49
1948,China,Asia,Green,69.87,0.042,2.0,3,10.0,1185.08,177.45,10.09,1112.81
1949,China,Asia,Historical,93.6,-0.197,2.0,1,10.0,1194.73,189.18,22.07,1141.99
1949,China,Asia,Current (2020-2026),75.22,-0.044,2.0,3,10.0,1195.86,183.73,24.53,1173.32
1949,China,Asia,BAU,97.65,0.075,3.29,2,10.0,1242.44,188.86,25.37,1150.71
1949,China,Asia,Green,45.67,-0.053,2.0,1,10.0,1226.25,175.61,11.29,1141.77
1950,China,Asia,Historical,57.96,0.003,5.46,4,10.0,1232.8,174.64,27.1,1124.71
1950,China,Asia,Current (2020-2026),86.12,-0.169,2.95,1,10.0,1264.86,175.66,24.25,1157.89
1950,China,Asia,BAU,107.72,0.036,2.0,5,10.0,1200.72,190.8,32.44,1183.64
1950,China,Asia,Green,58.2,-0.012,2.97,3,10.0,1217.52,175.8,23.69,1142.6
1951,China,Asia,Historical,83.79,-0.077,2.01,1,10.0,1243.92,187.62,20.64,1176.82
1951,China,Asia,Current (2020-2026),90.61,-0.015,2.0,1,10.0,1200.71,191.54,35.36,1135.61
1951,China,Asia,BAU,103.86,0.027,2.0,4,10.0,1203.99,179.3,32.02,1165.86
1951,China,Asia,Green,56.33,-0.068,2.82,2,10.0,1268.87,184.65,12.3,1141.66
1952,China,Asia,Historical,67.24,-0.07,2.0,5,10.0,1197.8,179.04,31.22,1129.35
1952,China,Asia,Current (2020-2026),98.39,0.032,4.52,1,10.0,1285.35,183.32,20.52,1159.76
1952,China,Asia,BAU,120.02,0.102,5.44,4,10.0,1274.49,181.46,26.46,1199.87
1952,China,Asia,Green,69.02,0.039,6.6,1,10.0,1231.62,188.54,29.07,1135.56
1953,China,Asia,Historical,69.25,0.193,6.31,1,10.0,1225.4,191.77,33.59,1135.02
1953,China,Asia,Current (2020-2026),93.56,0.064,5.97,5,10.0,1249.64,190.75,32.39,1136.02
1953,China,Asia,BAU,103.38,0.086,6.52,4,10.0,1270.76,188.1,39.86,1195.75
1953,China,Asia,Green,64.15,0.058,7.08,4,10.0,1202.16,195.44,21.0,1130.05
1954,China,Asia,Historical,109.76,0.118,3.11,1,10.0,1294.44,175.72,39.57,1180.75
1954,China,Asia,Current (2020-2026),91.68,0.137,2.0,4,10.0,1257.0,190.28,33.85,1161.27
1954,China,Asia,BAU,105.98,0.127,7.27,4,10.0,1303.79,192.51,51.45,1184.99
1954,China,Asia,Green,54.79,0.073,7.46,3,10.0,1260.25,189.35,22.51,1126.95
1955,China,Asia,Historical,93.57,0.135,6.32,4,10.0,1222.08,192.48,44.74,1202.25
1955,China,Asia,Current (2020-2026),144.16,0.279,2.0,4,10.0,1222.75,196.42,48.99,1163.26
1955,China,Asia,BAU,103.65,-0.009,2.0,6,10.0,1287.49,174.52,45.14,1148.44
1955,China,Asia,Green,89.24,-0.022,7.91,1,10.0,1315.73,188.24,19.42,1164.35
1956,China,Asia,Historical,83.78,-0.15,4.14,5,10.0,1299.44,175.46,32.97,1160.3
1956,China,Asia,Current (2020-2026),96.7,0.156,3.58,3,10.0,1255.02,174.79,52.85,1155.53
1956,China,Asia,BAU,123.62,-0.001,2.44,4,10.0,1299.16,202.95,46.7,1227.97
1956,China,Asia,Green,78.19,0.104,3.03,1,10.0,1298.03,182.15,30.58,1151.57
1957,China,Asia,Historical,83.85,0.138,6.56,5,10.0,1249.72,201.2,44.0,1199.01
1957,China,Asia,Current (2020-2026),97.32,0.438,6.83,2,10.0,1295.94,203.8,39.53,1193.38
1957,China,Asia,BAU,119.75,0.354,7.65,4,10.0,1287.84,177.92,52.4,1182.17
1957,China,Asia,Green,68.77,-0.025,8.63,1,10.0,1228.07,198.11,22.06,1156.6
1958,China,Asia,Historical,96.83,0.115,5.21,1,10.0,1234.35,200.08,43.47,1223.57
1958,China,Asia,Current (2020-2026),119.56,-0.013,5.31,6,10.0,1260.91,202.15,41.76,1222.91
1958,China,Asia,BAU,117.49,0.221,8.74,3,10.0,1311.39,175.96,51.05,1178.0
1958,China,Asia,Green,86.86,-0.026,10.85,3,10.0,1320.5,188.64,30.5,1167.64
1959,China,Asia,Historical,84.43,0.295,11.33,1,10.0,1241.74,175.99,45.64,1190.15
1959,China,Asia,Current (2020-2026),94.08,0.01,3.2,3,10.0,1295.7,205.8,51.41,1177.84
1959,China,Asia,BAU,142.29,0.168,3.11,9,10.0,1312.18,197.75,57.01,1211.78
1959,China,Asia,Green,66.43,0.027,9.66,5,10.0,1316.06,194.89,35.16,1172.73
1960,China,Asia,Historical,57.59,0.048,8.17,4,10.0,1347.11,192.24,51.22,1201.72
1960,China,Asia,Current (2020-2026),116.75,0.145,6.0,6,10.0,1298.27,176.05,52.56,1214.6
1960,China,Asia,BAU,88.91,0.253,4.3,7,10.0,1256.7,203.62,58.77,1189.14
1960,China,Asia,Green,60.67,0.064,6.2,3,10.0,1367.14,192.41,44.07,1163.14
1961,China,Asia,Historical,90.37,0.248,4.81,4,10.0,1289.62,198.25,54.3,1196.67
1961,China,Asia,Current (2020-2026),108.84,0.235,7.77,8,10.0,1291.17,189.6,60.61,1178.94
1961,China,Asia,BAU,126.17,0.003,6.61,4,10.0,1279.07,213.93,58.15,1228.21
1961,China,Asia,Green,76.02,0.031,2.0,1,10.0,1225.65,186.17,40.74,1136.31
1962,China,Asia,Historical,107.34,0.245,13.27,4,10.0,1306.9,191.13,45.98,1209.89
1962,China,Asia,Current (2020-2026),83.31,0.38,8.87,9,10.0,1303.71,215.57,49.9,1242.61
1962,China,Asia,BAU,126.32,0.267,2.0,4,10.0,1298.25,207.37,64.26,1195.16
1962,China,Asia,Green,60.43,0.197,12.11,3,10.0,1258.95,174.56,39.32,1220.92
1963,China,Asia,Historical,99.06,0.309,11.28,6,10.0,1374.75,199.76,52.04,1198.28
1963,China,Asia,Current (2020-2026),103.54,0.425,4.98,8,10.0,1259.93,216.52,64.17,1214.91
1963,China,Asia,BAU,127.31,0.346,7.31,2,10.0,1350.55,176.53,73.65,1235.36
1963,China,Asia,Green,49.56,0.07,7.23,1,10.0,1250.41,187.8,39.91,1187.78
1964,China,Asia,Historical,78.2,0.489,11.88,7,10.0,1347.0,177.3,61.02,1250.18
1964,China,Asia,Current (2020-2026),113.55,0.365,6.69,3,10.0,1242.72,217.85,69.03,1195.46
1964,China,Asia,BAU,122.94,0.27,3.77,5,10.0,1352.21,184.29,65.17,1217.85
1964,China,Asia,Green,61.16,-0.024,13.12,3,10.0,1268.26,197.45,44.47,1191.67
1965,China,Asia,Historical,116.92,0.259,5.37,8,10.0,1221.0,193.91,60.82,1249.41
1965,China,Asia,Current (2020-2026),95.49,0.217,11.42,5,10.0,1308.3,209.01,69.03,1208.18
1965,China,Asia,BAU,125.19,0.475,8.42,6,10.0,1313.93,190.33,77.52,1268.82
1965,China,Asia,Green,100.51,0.169,14.45,3,10.0,1265.61,197.85,39.05,1176.28
1966,China,Asia,Historical,103.5,0.116,8.35,3,10.0,1243.13,212.9,68.58,1241.83
1966,China,Asia,Current (2020-2026),112.54,0.414,6.17,7,10.0,1355.49,197.22,65.62,1237.15
1966,China,Asia,BAU,126.7,0.357,2.05,6,10.0,1364.9,213.85,78.68,1208.57
1966,China,Asia,Green,76.38,0.368,9.5,4,10.0,1351.26,178.29,42.46,1182.91
1967,China,Asia,Historical,82.26,0.271,9.89,7,10.0,1247.34,212.43,71.6,1251.79
1967,China,Asia,Current (2020-2026),95.42,0.231,6.08,9,10.0,1403.7,224.66,73.31,1263.19
1967,China,Asia,BAU,129.72,0.36,7.18,9,10.0,1401.54,210.66,79.08,1248.63
1967,China,Asia,Green,56.75,0.172,4.79,5,10.0,1290.36,201.62,45.5,1150.13
1968,China,Asia,Historical,88.41,0.497,13.57,8,10.0,1253.09,209.65,64.34,1242.05
